RANK,ID,GRADES,CONTESTS,CZECH,MATH,SUM
271,8182,20.0,0,22,12,54.0
272,8216,20.0,0,30,4,54.0
273,8231,13.0,0,23,17,53.0
274,8259,20.0,0,23,10,53.0
275,8291,20.0,0,26,7,53.0
276,8287,17.0,0,21,14,52.0
277,8124,16.0,0,23,13,52.0
278,8294,16.0,0,27,9,52.0
279,8200,19.0,0,14,18,51.0
280,8253,19.0,0,19,13,51.0
281,8125,20.0,0,19,12,51.0
282,8258,20.0,0,21,10,51.0
283,8095,18.0,0,15,17,50.0
284,8033,16.0,0,18,16,50.0
285,8020,20.0,0,16,14,50.0
286,8158,20.0,0,15,14,49.0
287,8164,20.0,0,22,7,49.0
288,8075,17.0,0,,22,48.0
289,8264,18.0,0,16,14,48.0
290,8208,20.0,0,20,8,48.0
291,8005,18.0,0,11,18,47.0
292,8174,20.0,0,13,14,47.0
293,8030,19.0,0,19,9,47.0
294,8292,15.0,,19,12,46.0
295,8108,19.0,0,18,9,46.0
296,8040,19.0,0,15,11,45.0
297,8276,20.0,0,15,10,45.0
298,8274,18.0,0,14,12,44.0
299,8307,19.0,,15,10,44.0
300,8297,18.0,,14,11,43.0
301,8144,13.0,0,22,,43.0
302,8320,16.0,,16,10,42.0
303,8282,16.0,0,12,13,41.0
304,8235,19.0,,10,12,41.0
305,8110,17.0,0,14,10,41.0
306,8058,20.0,,16,5,41.0
307,8203,15.0,0,14,11,40.0
308,8300,7.0,0,18,14,39.0
309,8193,15.0,0,15,9,39.0
310,8316,18.0,0,14,7,39.0
311,8325,20.0,0,14,5,39.0
312,8093,20.0,0,14,5,39.0
313,8189,12.0,0,12,13,37.0
314,8254,16.0,0,16,5,37.0
315,8315,18.0,0,9,9,36.0
316,8270,16.0,0,11,8,35.0
317,8275,13.0,0,10,11,34.0
318,8306,17.0,0,10,6,33.0
319,8279,9.0,0,13,10,32.0
320,8145,9.0,0,5,7,21.0
