TODROP,RANK,ID,GRADES,CONTESTS,CZECH,MATH,SUM,YEAR,SCHOOLCOURSE_ID
277,278,8186,20.0,0,18,16,54.0,2018,1581
278,279,8175,20.0,0,20,14,54.0,2018,1581
279,280,8047,18.0,0,24,12,54.0,2018,1581
280,281,8114,18.0,0,25,11,54.0,2018,1581
281,282,8235,20.0,0,24,10,54.0,2018,1581
282,283,8040,18.0,0,18,17,53.0,2018,1581
283,284,8285,16.0,0,23,14,53.0,2018,1581
284,285,8020,17.0,0,22,14,53.0,2018,1581
285,286,8172,20.0,0,21,12,53.0,2018,1581
286,287,8167,20.0,0,16,16,52.0,2018,1581
287,288,8091,19.0,0,20,13,52.0,2018,1581
288,289,8053,18.0,0,24,10,52.0,2018,1581
289,290,8313,15.0,0,16,20,51.0,2018,1581
290,291,8110,17.0,0,16,18,51.0,2018,1581
291,292,8022,20.0,0,16,15,51.0,2018,1581
292,293,8335,19.0,0,20,12,51.0,2018,1581
293,294,8183,20.0,0,20,11,51.0,2018,1581
294,295,8171,18.0,0,15,17,50.0,2018,1581
295,296,8188,17.0,0,17,16,50.0,2018,1581
296,297,8212,20.0,0,17,13,50.0,2018,1581
297,298,8061,17.0,0,17,15,49.0,2018,1581
298,299,8115,19.0,0,16,14,49.0,2018,1581
299,300,8320,19.0,0,19,11,49.0,2018,1581
300,301,8034,19.0,0,17,12,48.0,2018,1581
301,302,8333,19.0,0,18,11,48.0,2018,1581
302,303,8146,17.0,0,21,10,48.0,2018,1581
303,304,8245,18.0,0,21,9,48.0,2018,1581
304,305,8215,17.0,0,24,7,48.0,2018,1581
305,306,8286,16.0,0,16,15,47.0,2018,1581
306,307,8239,17.0,0,15,15,47.0,2018,1581
307,308,8274,18.0,0,17,12,47.0,2018,1581
308,309,8216,17.0,0,20,10,47.0,2018,1581
309,310,8174,19.0,0,22,6,47.0,2018,1581
310,311,8306,16.0,0,13,17,46.0,2018,1581
311,312,8254,17.0,0,17,12,46.0,2018,1581
312,313,8136,19.0,0,16,11,46.0,2018,1581
313,314,8064,19.0,0,18,9,46.0,2018,1581
314,315,8077,19.0,0,20,7,46.0,2018,1581
315,316,8324,11.0,0,18,16,45.0,2018,1581
316,317,8165,20.0,0,14,11,45.0,2018,1581
317,318,8100,20.0,0,17,8,45.0,2018,1581
318,319,8319,18.0,0,20,7,45.0,2018,1581
319,320,8173,18.0,0,15,11,44.0,2018,1581
320,321,8066,20.0,0,14,10,44.0,2018,1581
321,322,8339,17.0,0,16,10,43.0,2018,1581
322,323,8260,16.0,0,18,9,43.0,2018,1581
323,324,8316,17.0,0,17,9,43.0,2018,1581
324,325,8227,16.0,0,20,7,43.0,2018,1581
325,326,8234,19.0,0,18,6,43.0,2018,1581
326,327,8128,17.0,0,12,12,41.0,2018,1581
327,328,8116,16.0,0,11,11,38.0,2018,1581
328,329,8070,17.0,0,14,7,38.0,2018,1581
329,330,8262,15.0,0,12,9,36.0,2018,1581
330,331,8134,20.0,0,11,5,36.0,2018,1581
331,332,8295,13.0,0,12,9,34.0,2018,1581
332,333,8242,15.0,0,10,8,33.0,2018,1581
333,334,8158,16.0,0,13,4,33.0,2018,1581
334,335,8345,19.0,0,10,4,33.0,2018,1581
335,336,8041,15.0,0,10,4,29.0,2018,1581
336,337,8287,7.0,0,12,9,28.0,2018,1581
337,338,8252,11.0,0,7,6,24.0,2018,1581
338,339,8304,20.0,0,0,0,20.0,2018,1581
