"Vysledkovzi listina pi""ij1'mac1'ch zk0u§ek - osmileté studium",,,,,,,
Gymnézium Opatov,,,,,datum zvefejnéniz,17,6. 2020
811078,,,8,0,36,35,24,103,134
811072,,,10,0,31,38,24,103,135
812045,,,9,0,34,41,19,103,136
822065,,,10,0,38,37,18,103,137
811002,,,10,0,35,40,18,103,138
812013,,,10,0,42,35,16,103,139
811039,,,10,0,31,36,25.5,102.5,140
812017,,,9,0,28,34,31,102,141
812087,,,10,0,35,32,25,102,142
812053,,,10,0,33,33,25,101,143
822033,,,10,0,32,35,24,101,144
821059,,,10,0,39,31,21,101,145
811029,,,10,0,30,29,31.5,100.5,146
811008,,,10,0,42,23,25.5,100.5,147
811069,,,8,0,32,35,25,100,148
822004,,,10,0,35,29,25.5,99.5,149
821054,,,8,0,31,36,24.5,99.5,150
,,Bodovéhodnoceni,,,,,,
rvr,,,,,,,,
Nepi‘ij at1 zacl,.,,,,,,,
,,,"Pi""ij imaci zk0u‘s'ka",,,,,
,,h,,,,,,
K(')d,,CJ,M,,VPAJ,,,
822027,,10,0,39,28,22.5,99.5,151
822005,,10,0,40,33,16.5,99.5,152
812007,,10,0,29,25,35,99,153
822017,,9,0,35,27,28,99,154
812040,,10,0,28,36,25,99,155
822080,,9,0,29,33,27.5,98.5,156
811027,,10,0,30,35,23.5,98.5,157
811036,,10,0,31,35,22.5,98.5,158
822012,,10,0,30,26,32,98,159
812111,,10,0,31,26,31,98,160
812004,,10,0,33,33,22,98,161
822059,,10,0,43,26,19,98,162
822035,,10,0,33,28,26.5,97.5,163
811017,,10,0,31,27,29,97,164
812028,,10,0,32,29,26,97,165
822083,,9,0,25,40,23,97,166
822052,,10,0,34,33,20,97,167
811041,,10,0,33,37,16.5,96.5,168
811066,,10,0,24,39,23,96,169
822011,,10,0,36,28,22,96,170
811035,,10,0,34,32,20,96,171
821061,,9,0,26,30,30.5,95.5,172
821017,,7,0,36,29,23,95,173
821023,,9,0,34,21,30.5,94.5,174
822075,,10,0,35,22,27.5,94.5,175
811012,,9,0,32,30,23.5,94.5,176
822064,,10,0,35,27,22.5,94.5,177
822021,,10,0,35,31,18.5,94.5,178
811062,,8,0,39,18,29,94,179
812058,,10,0,35,23,26,94,180
822048,,10,0,39,31,14,94,181
811048,,10,0,25,34,24.5,93.5,182
822055,,10,0,27,37,19.5,93.5,183
811070,,10,0,32,21,30,93,184
811019,,9,0,33,27,24,93,185
822008,,10,0,32,31,20,93,186
812123,,6,0,37,22,27.5,92.5,187
811028,,10,0,39,30,13.5,92.5,188
821053,,10,0,28,29,25,92,189
812067,,9,0,32,33,18,92,190
821076,,10,0,29,35,18,92,191
822076,,10,0,28,35,18.5,91.5,192
812069,,10,0,36,19,26,91,193
822072,,10,0,33,27,21,91,194
,,Bodovéhodnoceni,,,,,,
rvr,,,,,,,,
Nepi‘ij at1 zacl,.,,,,,,,
,,,"Pi""ij imaci zk0u‘s'ka",,,,,
,,h,,,,,,
K(')d,,CJ,M,,VPAJ,,,
812097,,6,0,30,29,25.5,90.5,195
822029,,10,0,29,27,24.5,90.5,196
822030,,9,0,36,25,20.5,90.5,197
812066,,9,0,29,32,20,90,198
822031,,0,36,28,17,90,199,
812020,,7,0,35,30,17.5,89.5,200
822002,,10,0,38,16,25,89,201
811059,,10,0,20,33,25.5,88.5,202
822043,,10,0,23,32,23.5,88.5,203
822014,,10,0,35,21,22.5,88.5,204
821081,,10,0,26,23,29,88,205
812046,,9,0,21,32,25.5,87.5,206
821015,,7,0,33,24,23,87,207
822026,,10,0,32,25,20,87,208
821083,,4,0,30,28,24.5,86.5,209
812024,,9,0,26,32,19,86,210
811003,,10,0,28,19,28.5,85.5,211
812025,,9,0,28,22,26.5,85.5,212
821071,,8,0,23,31,23.5,85.5,213
812026,,10,0,27,24,24,85,214
822028,,10,0,28,25,21.5,84.5,215
822020,,9,0,21,33,21.5,84.5,216
822078,,10,0,33,21,20.5,84.5,217
811081,,10,0,25,16,33,84,218
821034,,9,0,29,25,21,84,219
811055,,10,0,24,29,21,84,220
812068,,10,0,27,27,20,84,221
821019,,10,0,35,20,19,84,222
812055,,3,0,35,20,25.5,83.5,223
812109,,9,0,29,28,17.5,83.5,224
812110,,9,0,24,32,17.5,82.5,225
822063,,10,0,26,17,29,82,226
812030,,10,0,26,28,18,82,227
812086,,0,25,34,16.5,81.5,228,
811063,,0,29,30,15.5,81.5,229,
821060,,9,0,24,22,26,81,230
811024,,10,0,20,29,22,81,231
811071,,10,0,21,25,24.5,80.5,232
821070,,10,0,23,25,22.5,80.5,233
812103,,7,0,36,21,16.5,80.5,234
811006,,6,0,26,33,15.5,80.5,235
821052,,8,0,24,26,22,80,236
812027,,10,0,29,15,25.5,79.5,237
811025,,8,0,22,24,25.5,79.5,238
,,Bodovéhodnoceni,,,,,,
rvr,,,,,,,,
Nepi‘ij at1 zacl,.,,,,,,,
,,,"Pi""ij imaci zk0u‘s'ka",,,,,
,,h,,,,,,
K(')d,,CJ,M,,VPAJ,,,
812043,,10,0,28,20,21.5,79.5,239
812101,,10,0,26,22,21.5,79.5,240
822067,,8,0,27,27,17.5,79.5,241
822042,,10,0,25,28,16.5,79.5,242
822049,,10,0,28,13,28,79,243
812122,,10,0,21,26,22,79,244
812096,,3,0,32,19,24.5,78.5,245
822084,,8,0,23,25,22.5,78.5,246
812116,,10,0,24,18,26,78,247
812015,,8,0,32,25,13,78,248
811047,,9,0,19,17,32.5,77.5,249
821062,,8,0,23,15,31.5,77.5,250
821003,,10,0,15,34,18.5,77.5,251
821001,,10,0,24,27,16.5,77.5,252
821037,,10,0,27,25,15.5,77.5,253
812082,,8,0,34,22,13.5,77.5,254
811007,,3,0,19,25,30,77,255
821027,,7,0,25,20,25,77,256
812093,,10,0,29,18,20,77,257
811052,,3,0,22,31,20,76,258
822051,,8,0,33,16,18.5,75.5,259
821041,,9,0,27,21,18.5,75.5,260
811092,,8,0,16,34,17.5,75.5,261
811065,,7,0,23,21,24,75,262
812085,,10,0,33,15,17,75,263
811013,,0,17,23,26.5,74.5,264,
811011,,7,0,17,23,27,74,265
821045,,10,0,24,25,15,74,266
812074,,10,0,16,24,23.5,73.5,267
812063,,10,0,18,22,23,73,268
822047,,8,0,22,28,15,73,269
812011,,10,0,27,19,16.5,72.5,270
812060,,10,0,20,18,23,71,271
812099,,9,0,17,24,21,71,272
821046,,10,0,18,13,29.5,70.5,273
812008,,8,0,24,13,25.5,70.5,274
812081,,10,0,25,13,22.5,70.5,275
812102,,9,0,24,15,22.5,70.5,276
822074,,5,0,27,22,16.5,70.5,277
812091,,8,0,24,21,17,70,278
821040,,6,0,26,20,17,69,279
821063,,6,0,28,14,20.5,68.5,280
822023,,6,0,22,20,20.5,68.5,281
812070,,8,0,14,29,17.5,68.5,282
,,,Bodovéhodnoceni,,,,,,
v..,rvr,.,,,,,,,
Neprlj atl zacl,,,,,,,,,
,,,"Pi""ij imaci zk0u‘s'ka",,,,,,
,,,h,,,,,,
K(')d,,,CJ,M,VPAJ,,,,
812062,,,10,0,24,15,18.5,67.5,283
821029,,,5,0,17,14,30.5,66.5,284
811087,,,6,0,18,27,15.5,66.5,285
812041,,,4,0,24,15,23,66,286
812012,,,9,0,23,16,18,66,287
812044,,,9,0,22,14,19.5,64.5,288
812057,,,8,0,20,14,21.5,63.5,289
822032,,,10,0,14,18,21,63,290
812037,,,2,0,27,14,19.5,62.5,291
811085,,,5,0,16,16,25,62,292
821048,,,8,0,13,25,16,62,293
821075,,,5,0,20,23,13.5,61.5,294
821020,,,2,0,22,18,18.5,60.5,295
812094,,,3,0,14,20,22,59,296
822058,,,6,0,20,20,13,59,297
811042,,,1,0,17,16,24.5,58.5,298
811076,,,9,0,16,17,16.5,58.5,299
822077,,,9,0,18,17,12.5,56.5,300
811089,,,6,0,22,13,12.5,53.5,301
822061,,,7,0,13,15,18,53,302
822034,,,6,0,13,13,16.5,48.5,303
,,Bodové hodnoceni,,,,
Neprospeh,,,,,,
,,,"Pi""ij imaci zk0u‘s'ka",,,
,h,,,,,
K(')d,,CJ,M,,VPAJ,
811074,4,0,9,25,23.5,61.5
811023,10,0,25,11,20,66
812052,2,0,9,13,12.5,36.5
812021,4,0,16,22,12,54
811093,0,0,11,8,23,42
812107,4,0,6,8,18.5,36.5
821072,0,0,12,20,6,38
811075,10,0,31,12,39,92
821067,9,0,12,21,12.5,54.5
812075,10,0,26,8,25.5,69.5
822039,8,0,25,11,17.5,61.5
811079,3,0,10,4,23.5,40.5
812079,6,0,10,10,15,41
811058,3,0,19,10,21.5,53.5
811060,8,0,9,11,13,41
822050,9,0,28,17,8.5,62.5
812076,10,0,20,5,20.5,55.5
821028,0,0,7,8,20.5,35.5
811040,8,0,14,10,17.5,49.5
811083,7,0,12,11,22,52
821004,7,0,24,18,10.5,59.5
821073,3,0,15,11,14.5,43.5
821079,9,0,24,0,14.5,47.5
811068,6,0,12,8,19,45
812112,9,0,19,10,16,54
812064,10,0,10,6,14,40
821035,6,0,14,16,9.5,45.5
812119,10,0,24,16,11.5,61.5
822003,9,0,10,6,19,44
822066,7,0,22,8,23.5,60.5
812072,9,0,21,10,28.5,68.5
821065,8,0,5,14,14.5,41.5
812089,5,0,18,2,16,41
812061,4,0,20,10,21,55
811091,4,0,11,14,17,46
812078,10,0,40,11,23.5,84.5
811022,10,0,22,10,25,67
822036,2,0,5,3,8.5,18.5
812104,2,0,23,5,22.5,52.5
821036,0,0,18,11,6,35
822024,5,0,34,8,20.5,67.5
821057,10,0,12,3,11.5,36.5
822040,8,0,20,11,32,71
812056,10,0,26,10,27,73
,,Bodové hodnoceni,,,,
Neprospeh,,,,,,
,,,"Pi""ij imaci zk0u‘s'ka",,,
,h,,,,,
K(')d,,CJ,M,,VPAJ,
811067,3,0,12,6,21.5,42.5
822054,10,0,13,10,13.5,46.5
811088,7,0,20,9,26,62
812118,9,0,34,11,22,76
822045,2,0,10,7,17,36
821042,9,0,0,0,17.5,26.5
812088,9,0,11,14,13,47
