RANK,ID,GRADES,MATH,CZECH,AJ,SUM,ADMITTED_ID
166,75574400,10,25,29,33,97,0
167,72572829,10,17,31,39,97,0
168,21581368,10,13,34,40,97,0
169,21564790,9.33,29,28,30,96.33,0
170,80565967,10,31,31,24,96,0
171,81581245,10,22,34,30,96,0
172,96564864,8,20,23,45,96,0
173,68575512,10,20,32,34,96,0
174,70581744,9.33,20,30,36,95.33,0
175,48573545,9.27,22,25,39,95.27,0
176,83572945,10,21,32,32,95,0
177,9575763,10,19,29,37,95,0
178,41569858,10,17,27,41,95,0
179,77579941,10,17,30,38,95,0
180,65582300,8,16,24,47,95,0
181,89565601,8.67,16,24,46,94.67,0
182,60579264,10,35,25,24,94,0
183,68572289,10,21,31,32,94,0
184,7569499,10,19,27,38,94,0
185,60575458,10,14,28,42,94,0
186,93567352,10,10,27,47,94,0
187,19570826,8.67,24,23,38,93.67,0
188,2578777,8.53,23,25,37,93.53,0
189,52567603,9.33,16,22,46,93.33,0
190,11578957,10,16,34,33,93,0
191,47569732,7.33,26,22,37,92.33,0
192,17581048,9.33,22,30,31,92.33,0
193,93576864,8.2,17,21,46,92.2,0
194,99570035,10,26,26,29,91,0
195,29582046,9.33,17,29,35,90.33,0
196,38571361,9.33,18,25,37,89.33,0
197,82571431,10,14,32,33,89,0
198,13571682,10,14,21,44,89,0
199,64576438,8.67,31,22,27,88.67,0
200,10572658,8.33,23,38,19,88.33,0
201,6582370,9.33,23,23,33,88.33,0
202,64583280,10,22,28,28,88,0
203,79565897,8,13,25,42,88,0
204,55576119,10,17,27,33,87,0
205,75578048,8.67,12,23,43,86.67,0
206,97580005,8.53,19,24,35,86.53,0
207,92575709,9.33,24,21,32,86.33,0
208,24565241,9.33,21,32,24,86.33,0
209,16581620,9.27,23,21,33,86.27,0
210,47574347,10,23,26,27,86,0
211,4581118,10,15,30,31,86,0
212,2567973,10,11,30,35,86,0
213,37566318,8,15,29,33,85,0
214,22566854,10,15,27,33,85,0
215,73567796,7.33,12,28,37,84.33,0
216,15568047,8,22,24,30,84,0
217,44574776,10,18,21,35,84,0
218,51568670,10,15,33,26,84,0
219,97567479,10,11,24,39,84,0
220,76567673,9.27,17,20,37,83.27,0
221,32574850,10,19,25,29,83,0
222,48569785,7.33,17,19,39,82.33,0
223,80575635,10,21,17,34,82,0
224,64571234,10,16,31,25,82,0
225,41578656,8.53,15,26,32,81.53,0
226,23582423,9.33,11,18,43,81.33,0
227,45572163,10,19,18,34,81,0
228,35567105,10,16,18,37,81,0
229,12582173,10,19,24,27,80,0
230,17566020,10,17,29,24,80,0
231,44564991,10,13,24,33,80,0
232,32583030,9.33,25,20,25,79.33,0
233,74582914,10,26,23,20,79,0
234,63574976,10,16,22,31,79,0
235,32575206,10,11,23,35,79,0
236,11576365,8.67,21,22,27,78.67,0
237,56567726,9.33,11,22,36,78.33,0
238,37577361,10,16,21,31,78,0
239,41577063,10,13,24,31,78,0
240,45579317,10,10,24,34,78,0
241,15565168,8,16,23,30,77,0
242,65576492,7,20,19,30,76,0
243,89573797,7.47,17,21,30,75.47,0
244,91564918,9.33,16,22,28,75.33,0
245,66581421,9.33,16,24,26,75.33,0
246,60566977,8,19,14,34,75,0
247,39579637,7.8,12,21,34,74.8,0
248,84575886,10,23,25,16,74,0
249,36571555,10,10,25,29,74,0
250,34570950,8.67,16,19,30,73.67,0
251,569039,8.53,24,14,27,73.53,0
252,38565843,9.33,22,13,29,73.33,0
253,15578282,10,20,22,21,73,0
254,21576066,8,16,18,31,73,0
255,66577974,8,12,21,32,73,0
256,25576313,8.67,21,17,26,72.67,0
257,71566084,6,15,18,32,71,0
258,78578904,6,12,16,37,71,0
259,5564736,8,11,33,19,71,0
260,62581923,10,11,19,31,71,0
261,85565419,10,10,26,25,71,0
262,96582120,7.33,15,18,30,70.33,0
263,86578166,10,11,21,27,69,0
264,26565537,8.53,16,26,17,67.53,0
265,98570645,8,13,13,33,67,0
266,78577307,6,17,19,22,64,0
267,14576003,4.53,15,30,14,63.53,0
268,42578710,6.27,15,19,23,63.27,0
269,72570357,8.53,22,19,13,62.53,0
270,23580122,8,17,25,12,62,0
271,62566676,6,11,16,29,62,0
272,98571809,4.67,11,16,29,60.67,0
273,8577920,9.27,12,16,23,60.27,0
274,97576937,7.8,10,19,21,57.8,0
275,54573984,8,10,21,17,56,0
276,34574154,8.53,12,19,13,52.53,0
277,90575260,6,18,16,10,50,0
278,58570592,7.33,14,10,17,48.33,0
279,82567549,7.8,10,11,17,45.8,0
280,59567051,6,13,10,16,45,0
281,26579084,8,10,10,12,40,0
282,,8.67,7,11,33,59.67,2
283,33566201,9.33,8,20,27,64.33,2
284,4566254,6.67,8,18,21,53.67,2
285,94566612,8,9,17,13,47,2
286,55568299,10,0,0,0,10,2
287,81568352,4.67,6,11,5,26.67,2
288,79568476,6.67,6,10,15,37.67,2
289,31568600,8.67,0,0,25,33.67,2
290,19569912,4.67,2,20,31,57.67,2
291,61570229,10,0,0,0,10,2
292,27570528,7.33,6,12,31,56.33,2
293,40570709,9.4,5,23,43,80.4,2
294,36571862,10,8,14,35,67,2
295,84571926,7.33,0,0,0,7.33,2
296,572040,7.8,4,4,5,20.8,2
297,54572892,8,7,18,40,73,2
298,81573615,8.53,9,16,11,44.53,2
299,88577421,10,8,11,16,45,2
300,12577548,7.07,8,15,15,45.07,2
301,51579148,8,4,16,20,48,2
302,90579818,8.07,7,19,16,50.07,2
303,69580922,9.33,9,29,39,86.33,2
304,6581298,8.67,9,22,23,62.67,2
305,58581494,6.67,4,18,32,60.67,2
306,1582549,7.07,9,18,31,65.07,2
